"TIME","GEO","ISCED11","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2011","Croatia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","71.4",""
"2011","Italy","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","84.7",""
"2011","Cyprus","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","72.5",""
"2011","Latvia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","85.0",""
"2011","Lithuania","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","86.4",""
"2011","Luxembourg","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","92.0",""
"2011","Hungary","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","85.0",""
"2011","Malta","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","41.2","b"
"2011","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","77.5","b"
"2011","Austria","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","82.1",""
"2011","Poland","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","84.4",""
"2011","Portugal","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","78.1","b"
"2011","Romania","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","86.5",""
"2011","Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","78.8",""
"2011","Slovakia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","88.4","b"
"2011","Finland","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","88.5",""
"2011","Sweden","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","84.8",""
"2011","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","28.6","bu"
"2012","European Union (28 countries)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","73.2","u"
"2012","European Union (27 countries)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","73.2","u"
"2012","Euro area (19 countries)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","77.4","u"
"2012","Euro area (18 countries)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","77.2","u"
"2012","Belgium","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","73.0",""
"2012","Bulgaria","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","80.9",""
"2012","Czech Republic","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","86.3",""
"2012","Denmark","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","91.2",""
"2012","Germany (until 1990 former territory of the FRG)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","84.4","u"
"2012","Estonia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","83.6",""
"2012","Ireland","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","74.8",""
"2012","Greece","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","72.8",""
"2012","Spain","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","72.5","u"
"2012","France","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","68.8",""
"2012","Croatia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","72.1",""
"2012","Italy","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","84.1",""
"2012","Cyprus","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","71.3",""
"2012","Latvia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","83.5",""
"2012","Lithuania","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","86.9",""
"2012","Luxembourg","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","91.3",""
"2012","Hungary","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","84.4",""
"2012","Malta","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","45.5",""
"2012","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","76.2",""
"2012","Austria","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","80.2",""
"2012","Poland","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","84.3",""
"2012","Portugal","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","77.0",""
"2012","Romania","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","86.6",""
"2012","Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","76.1",""
"2012","Slovakia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","87.6",""
"2012","Finland","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","88.3",""
"2012","Sweden","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","87.9",""
"2012","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","26.3","u"
"2013","European Union (28 countries)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","73.0","u"
"2013","European Union (27 countries)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","73.0","u"
"2013","Euro area (19 countries)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","76.9","u"
"2013","Euro area (18 countries)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","76.8","u"
"2013","Belgium","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","73.2",""
"2013","Bulgaria","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","83.9",""
"2013","Czech Republic","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","86.4",""
"2013","Denmark","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","91.1",""
"2013","Germany (until 1990 former territory of the FRG)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","81.8","u"
"2013","Estonia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","85.9",""
"2013","Ireland","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","76.8",""
"2013","Greece","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","70.7",""
"2013","Spain","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","72.6","u"
"2013","France","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","68.2","b"
"2013","Croatia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","73.5",""
"2013","Italy","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","84.0",""
"2013","Cyprus","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","74.0",""
"2013","Latvia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","84.9",""
"2013","Lithuania","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","88.2",""
"2013","Luxembourg","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","92.2",""
"2013","Hungary","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","84.2",""
"2013","Malta","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","47.6",""
"2013","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","77.8","b"
"2013","Austria","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","80.3",""
"2013","Poland","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","84.8",""
"2013","Portugal","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","78.1",""
"2013","Romania","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","86.1",""
"2013","Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","80.4",""
"2013","Slovakia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","88.1",""
"2013","Finland","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","87.0",""
"2013","Sweden","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","86.6",""
"2013","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","27.0","u"
"2014","European Union (28 countries)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","73.9","b"
"2014","European Union (27 countries)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","73.9","b"
"2014","Euro area (19 countries)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","78.3","b"
"2014","Euro area (18 countries)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","78.2","b"
"2014","Belgium","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","72.8","b"
"2014","Bulgaria","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","82.4","b"
"2014","Czech Republic","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","85.9","b"
"2014","Denmark","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","91.7","b"
"2014","Germany (until 1990 former territory of the FRG)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","87.2","b"
"2014","Estonia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","84.0","b"
"2014","Ireland","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","78.2","b"
"2014","Greece","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","71.7","b"
"2014","Spain","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","72.5","bu"
"2014","France","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","67.8","b"
"2014","Croatia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","72.7","b"
"2014","Italy","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","84.2","b"
"2014","Cyprus","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","77.6","b"
"2014","Latvia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","88.2","b"
"2014","Lithuania","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","88.8","b"
"2014","Luxembourg","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","92.7","b"
"2014","Hungary","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","84.1","b"
"2014","Malta","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","46.7","b"
"2014","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","78.4","b"
"2014","Austria","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","69.3","b"
"2014","Poland","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","86.0","b"
"2014","Portugal","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","78.5","b"
"2014","Romania","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","84.1","b"
"2014","Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","79.6","b"
"2014","Slovakia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","89.6","b"
"2014","Finland","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","86.3","b"
"2014","Sweden","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","86.8","b"
"2014","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","26.2","bu"
"2015","European Union (28 countries)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","74.0",""
"2015","European Union (27 countries)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","74.0",""
"2015","Euro area (19 countries)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","78.3",""
"2015","Euro area (18 countries)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","78.2",""
"2015","Belgium","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","72.5",""
"2015","Bulgaria","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","83.5",""
"2015","Czech Republic","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","87.5",""
"2015","Denmark","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","92.5",""
"2015","Germany (until 1990 former territory of the FRG)","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","88.6",""
"2015","Estonia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","85.1",""
"2015","Ireland","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","79.1",""
"2015","Greece","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","73.9",""
"2015","Spain","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","68.8","u"
"2015","France","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","67.8",""
"2015","Croatia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","71.8",""
"2015","Italy","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","84.5",""
"2015","Cyprus","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","76.8",""
"2015","Latvia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","90.4",""
"2015","Lithuania","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","85.8",""
"2015","Luxembourg","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","88.8","b"
"2015","Hungary","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","85.3",""
"2015","Malta","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","47.8",""
"2015","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","77.8",""
"2015","Austria","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","71.1",""
"2015","Poland","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","87.0",""
"2015","Portugal","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","77.5",""
"2015","Romania","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","83.6",""
"2015","Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","80.3",""
"2015","Slovakia","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","87.6",""
"2015","Finland","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","89.3",""
"2015","Sweden","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","88.6",""
"2015","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)","Females","From 15 to 19 years","Percentage","25.4","u"
