"TIME","GEO","UNIT","SEX","AGE","Value","Flag and Footnotes"
"2009","Georgia","Percentage","Total","From 15 to 29 years","23.9",""
"2010","European Union (28 countries)","Percentage","Total","From 15 to 19 years","5.8",""
"2010","European Union (28 countries)","Percentage","Total","From 20 to 24 years","6.2",""
"2010","European Union (28 countries)","Percentage","Total","From 25 to 29 years","6.6",""
"2010","European Union (28 countries)","Percentage","Total","From 15 to 29 years","18.6",""
"2010","European Union (27 countries)","Percentage","Total","From 15 to 19 years","5.8",""
"2010","European Union (27 countries)","Percentage","Total","From 20 to 24 years","6.2",""
"2010","European Union (27 countries)","Percentage","Total","From 25 to 29 years","6.6",""
"2010","European Union (27 countries)","Percentage","Total","From 15 to 29 years","18.6",""
"2010","Euro area (19 countries)","Percentage","Total","From 15 to 19 years","5.5",""
"2010","Euro area (19 countries)","Percentage","Total","From 20 to 24 years","5.9",""
"2010","Euro area (19 countries)","Percentage","Total","From 25 to 29 years","6.4",""
"2010","Euro area (19 countries)","Percentage","Total","From 15 to 29 years","17.8",""
"2010","Euro area (18 countries)","Percentage","Total","From 15 to 19 years","5.5",""
"2010","Euro area (18 countries)","Percentage","Total","From 20 to 24 years","5.9",""
"2010","Euro area (18 countries)","Percentage","Total","From 25 to 29 years","6.4",""
"2010","Euro area (18 countries)","Percentage","Total","From 15 to 29 years","17.8",""
"2010","Belgium","Percentage","Total","From 15 to 19 years","6.0",""
"2010","Belgium","Percentage","Total","From 20 to 24 years","6.1",""
"2010","Belgium","Percentage","Total","From 25 to 29 years","6.4",""
"2010","Belgium","Percentage","Total","From 15 to 29 years","18.5",""
"2010","Bulgaria","Percentage","Total","From 15 to 19 years","5.5",""
"2010","Bulgaria","Percentage","Total","From 20 to 24 years","6.7",""
"2010","Bulgaria","Percentage","Total","From 25 to 29 years","6.7",""
"2010","Bulgaria","Percentage","Total","From 15 to 29 years","18.9",""
"2010","Czech Republic","Percentage","Total","From 15 to 19 years","5.8",""
"2010","Czech Republic","Percentage","Total","From 20 to 24 years","6.5",""
"2010","Czech Republic","Percentage","Total","From 25 to 29 years","7.1",""
"2010","Czech Republic","Percentage","Total","From 15 to 29 years","19.5",""
"2010","Denmark","Percentage","Total","From 15 to 19 years","6.3",""
"2010","Denmark","Percentage","Total","From 20 to 24 years","5.9",""
"2010","Denmark","Percentage","Total","From 25 to 29 years","5.6",""
"2010","Denmark","Percentage","Total","From 15 to 29 years","17.9",""
"2010","Germany (until 1990 former territory of the FRG)","Percentage","Total","From 15 to 19 years","5.3",""
"2010","Germany (until 1990 former territory of the FRG)","Percentage","Total","From 20 to 24 years","6.0",""
"2010","Germany (until 1990 former territory of the FRG)","Percentage","Total","From 25 to 29 years","6.1",""
"2010","Germany (until 1990 former territory of the FRG)","Percentage","Total","From 15 to 29 years","17.4",""
"2010","Estonia","Percentage","Total","From 15 to 19 years","6.0",""
"2010","Estonia","Percentage","Total","From 20 to 24 years","7.6",""
"2010","Estonia","Percentage","Total","From 25 to 29 years","7.2",""
"2010","Estonia","Percentage","Total","From 15 to 29 years","20.7",""
"2010","Ireland","Percentage","Total","From 15 to 19 years","6.4",""
"2010","Ireland","Percentage","Total","From 20 to 24 years","7.4",""
"2010","Ireland","Percentage","Total","From 25 to 29 years","8.6",""
"2010","Ireland","Percentage","Total","From 15 to 29 years","22.3",""
"2010","Greece","Percentage","Total","From 15 to 19 years","5.3",""
"2010","Greece","Percentage","Total","From 20 to 24 years","5.9",""
"2010","Greece","Percentage","Total","From 25 to 29 years","7.2",""
"2010","Greece","Percentage","Total","From 15 to 29 years","18.4",""
"2010","Spain","Percentage","Total","From 15 to 19 years","4.9",""
"2010","Spain","Percentage","Total","From 20 to 24 years","5.7",""
"2010","Spain","Percentage","Total","From 25 to 29 years","7.3",""
"2010","Spain","Percentage","Total","From 15 to 29 years","17.9",""
"2010","France","Percentage","Total","From 15 to 19 years","6.2",""
"2010","France","Percentage","Total","From 20 to 24 years","6.2",""
"2010","France","Percentage","Total","From 25 to 29 years","6.2",""
"2010","France","Percentage","Total","From 15 to 29 years","18.7",""
"2010","France (metropolitan)","Percentage","Total","From 15 to 19 years","6.2",""
"2010","France (metropolitan)","Percentage","Total","From 20 to 24 years","6.2",""
"2010","France (metropolitan)","Percentage","Total","From 25 to 29 years","6.2",""
"2010","France (metropolitan)","Percentage","Total","From 15 to 29 years","18.6",""
"2010","Croatia","Percentage","Total","From 15 to 19 years","5.7",""
"2010","Croatia","Percentage","Total","From 20 to 24 years","6.2",""
"2010","Croatia","Percentage","Total","From 25 to 29 years","6.8",""
"2010","Croatia","Percentage","Total","From 15 to 29 years","18.8",""
"2010","Italy","Percentage","Total","From 15 to 19 years","4.9",""
"2010","Italy","Percentage","Total","From 20 to 24 years","5.1",""
"2010","Italy","Percentage","Total","From 25 to 29 years","5.7",""
"2010","Italy","Percentage","Total","From 15 to 29 years","15.7",""
"2010","Cyprus","Percentage","Total","From 15 to 19 years","7.8",""
"2010","Cyprus","Percentage","Total","From 20 to 24 years","8.3",""
"2010","Cyprus","Percentage","Total","From 25 to 29 years","8.5",""
"2010","Cyprus","Percentage","Total","From 15 to 29 years","24.6",""
"2010","Latvia","Percentage","Total","From 15 to 19 years","6.4",""
"2010","Latvia","Percentage","Total","From 20 to 24 years","7.7",""
"2010","Latvia","Percentage","Total","From 25 to 29 years","7.1",""
"2010","Latvia","Percentage","Total","From 15 to 29 years","21.2",""
"2010","Lithuania","Percentage","Total","From 15 to 19 years","7.3",""
"2010","Lithuania","Percentage","Total","From 20 to 24 years","7.3",""
"2010","Lithuania","Percentage","Total","From 25 to 29 years","6.6",""
"2010","Lithuania","Percentage","Total","From 15 to 29 years","21.2",""
"2010","Luxembourg","Percentage","Total","From 15 to 19 years","5.9",""
"2010","Luxembourg","Percentage","Total","From 20 to 24 years","5.9",""
"2010","Luxembourg","Percentage","Total","From 25 to 29 years","6.9",""
"2010","Luxembourg","Percentage","Total","From 15 to 29 years","18.8",""
"2010","Hungary","Percentage","Total","From 15 to 19 years","6.0",""
"2010","Hungary","Percentage","Total","From 20 to 24 years","6.5",""
"2010","Hungary","Percentage","Total","From 25 to 29 years","7.0",""
"2010","Hungary","Percentage","Total","From 15 to 29 years","19.5",""
"2010","Malta","Percentage","Total","From 15 to 19 years","6.6",""
"2010","Malta","Percentage","Total","From 20 to 24 years","7.1",""
"2010","Malta","Percentage","Total","From 25 to 29 years","7.4",""
"2010","Malta","Percentage","Total","From 15 to 29 years","21.2",""
"2010","Netherlands","Percentage","Total","From 15 to 19 years","6.1",""
"2010","Netherlands","Percentage","Total","From 20 to 24 years","6.1",""
"2010","Netherlands","Percentage","Total","From 25 to 29 years","6.0",""
"2010","Netherlands","Percentage","Total","From 15 to 29 years","18.3",""
"2010","Austria","Percentage","Total","From 15 to 19 years","6.0",""
"2010","Austria","Percentage","Total","From 20 to 24 years","6.2",""
"2010","Austria","Percentage","Total","From 25 to 29 years","6.7",""
"2010","Austria","Percentage","Total","From 15 to 29 years","18.9",""
"2010","Poland","Percentage","Total","From 15 to 19 years","6.6",""
"2010","Poland","Percentage","Total","From 20 to 24 years","7.6",""
"2010","Poland","Percentage","Total","From 25 to 29 years","8.3",""
"2010","Poland","Percentage","Total","From 15 to 29 years","22.6",""
"2010","Portugal","Percentage","Total","From 15 to 19 years","5.4",""
"2010","Portugal","Percentage","Total","From 20 to 24 years","5.6",""
"2010","Portugal","Percentage","Total","From 25 to 29 years","6.6",""
"2010","Portugal","Percentage","Total","From 15 to 29 years","17.6",""
"2010","Romania","Percentage","Total","From 15 to 19 years","5.6",""
"2010","Romania","Percentage","Total","From 20 to 24 years","6.8",""
"2010","Romania","Percentage","Total","From 25 to 29 years","6.5",""
"2010","Romania","Percentage","Total","From 15 to 29 years","18.9",""
"2010","Slovenia","Percentage","Total","From 15 to 19 years","5.2",""
"2010","Slovenia","Percentage","Total","From 20 to 24 years","6.5",""
"2010","Slovenia","Percentage","Total","From 25 to 29 years","7.3",""
"2010","Slovenia","Percentage","Total","From 15 to 29 years","18.9",""
"2010","Slovakia","Percentage","Total","From 15 to 19 years","6.8",""
"2010","Slovakia","Percentage","Total","From 20 to 24 years","7.7",""
"2010","Slovakia","Percentage","Total","From 25 to 29 years","8.2",""
"2010","Slovakia","Percentage","Total","From 15 to 29 years","22.7",""
"2010","Finland","Percentage","Total","From 15 to 19 years","6.3",""
"2010","Finland","Percentage","Total","From 20 to 24 years","6.1",""
"2010","Finland","Percentage","Total","From 25 to 29 years","6.4",""
"2010","Finland","Percentage","Total","From 15 to 29 years","18.8",""
"2010","Sweden","Percentage","Total","From 15 to 19 years","6.8",""
"2010","Sweden","Percentage","Total","From 20 to 24 years","6.5",""
"2010","Sweden","Percentage","Total","From 25 to 29 years","6.1",""
"2010","Sweden","Percentage","Total","From 15 to 29 years","19.4",""
"2010","United Kingdom","Percentage","Total","From 15 to 19 years","6.4",""
"2010","United Kingdom","Percentage","Total","From 20 to 24 years","6.7",""
"2010","United Kingdom","Percentage","Total","From 25 to 29 years","6.8",""
"2010","United Kingdom","Percentage","Total","From 15 to 29 years","19.9",""
"2010","Iceland","Percentage","Total","From 15 to 19 years","7.5",""
"2010","Iceland","Percentage","Total","From 20 to 24 years","7.2",""
"2010","Iceland","Percentage","Total","From 25 to 29 years","7.6",""
"2010","Iceland","Percentage","Total","From 15 to 29 years","22.3",""
"2010","Liechtenstein","Percentage","Total","From 15 to 19 years","5.9",""
"2010","Liechtenstein","Percentage","Total","From 20 to 24 years","6.1",""
"2010","Liechtenstein","Percentage","Total","From 25 to 29 years","6.2",""
"2010","Liechtenstein","Percentage","Total","From 15 to 29 years","18.2",""
"2010","Norway","Percentage","Total","From 15 to 19 years","6.6",""
"2010","Norway","Percentage","Total","From 20 to 24 years","6.3",""
"2010","Norway","Percentage","Total","From 25 to 29 years","6.3",""
"2010","Norway","Percentage","Total","From 15 to 29 years","19.2",""
"2010","Switzerland","Percentage","Total","From 15 to 19 years","5.8",""
"2010","Switzerland","Percentage","Total","From 20 to 24 years","6.0",""
"2010","Switzerland","Percentage","Total","From 25 to 29 years","6.5",""
"2010","Switzerland","Percentage","Total","From 15 to 29 years","18.4",""
"2010","Montenegro","Percentage","Total","From 15 to 19 years","7.2",""
"2010","Montenegro","Percentage","Total","From 20 to 24 years","7.0",""
"2010","Montenegro","Percentage","Total","From 25 to 29 years","7.3",""
"2010","Montenegro","Percentage","Total","From 15 to 29 years","21.5",""
"2010","Former Yugoslav Republic of Macedonia, the","Percentage","Total","From 15 to 19 years","7.5",""
"2010","Former Yugoslav Republic of Macedonia, the","Percentage","Total","From 20 to 24 years","8.0",""
"2010","Former Yugoslav Republic of Macedonia, the","Percentage","Total","From 25 to 29 years","8.0",""
"2010","Former Yugoslav Republic of Macedonia, the","Percentage","Total","From 15 to 29 years","23.5",""
"2010","Albania","Percentage","Total","From 15 to 19 years",":",""
"2010","Albania","Percentage","Total","From 20 to 24 years",":",""
"2010","Albania","Percentage","Total","From 25 to 29 years",":",""
"2010","Albania","Percentage","Total","From 15 to 29 years",":",""
"2010","Serbia","Percentage","Total","From 15 to 19 years","5.8",""
"2010","Serbia","Percentage","Total","From 20 to 24 years","6.5",""
"2010","Serbia","Percentage","Total","From 25 to 29 years","7.0",""
"2010","Serbia","Percentage","Total","From 15 to 29 years","19.3",""
"2010","Turkey","Percentage","Total","From 15 to 19 years","8.6",""
"2010","Turkey","Percentage","Total","From 20 to 24 years","8.7",""
"2010","Turkey","Percentage","Total","From 25 to 29 years","9.0",""
"2010","Turkey","Percentage","Total","From 15 to 29 years","26.2",""
"2010","Andorra","Percentage","Total","From 15 to 19 years","4.6",""
"2010","Andorra","Percentage","Total","From 20 to 24 years","5.2",""
"2010","Andorra","Percentage","Total","From 25 to 29 years","7.5",""
"2010","Andorra","Percentage","Total","From 15 to 29 years","17.3",""
"2010","Belarus","Percentage","Total","From 15 to 19 years",":",""
"2010","Belarus","Percentage","Total","From 20 to 24 years",":",""
"2010","Belarus","Percentage","Total","From 25 to 29 years",":",""
"2010","Belarus","Percentage","Total","From 15 to 29 years",":",""
"2010","Moldova","Percentage","Total","From 15 to 19 years","8.3",""
"2010","Moldova","Percentage","Total","From 20 to 24 years","10.0",""
"2010","Moldova","Percentage","Total","From 25 to 29 years","8.9",""
"2010","Moldova","Percentage","Total","From 15 to 29 years","27.2",""
"2010","Russia","Percentage","Total","From 15 to 19 years","6.0",""
"2010","Russia","Percentage","Total","From 20 to 24 years","8.6",""
"2010","Russia","Percentage","Total","From 25 to 29 years","8.6",""
"2010","Russia","Percentage","Total","From 15 to 29 years","23.3",""
"2010","San Marino","Percentage","Total","From 15 to 19 years",":",""
"2010","San Marino","Percentage","Total","From 20 to 24 years",":",""
"2010","San Marino","Percentage","Total","From 25 to 29 years",":",""
"2010","San Marino","Percentage","Total","From 15 to 29 years",":",""
"2010","Ukraine","Percentage","Total","From 15 to 19 years","6.2",""
"2010","Ukraine","Percentage","Total","From 20 to 24 years","8.1",""
"2010","Ukraine","Percentage","Total","From 25 to 29 years","8.1",""
"2010","Ukraine","Percentage","Total","From 15 to 29 years","22.4",""
"2010","Armenia","Percentage","Total","From 15 to 19 years","9.0",""
"2010","Armenia","Percentage","Total","From 20 to 24 years","9.7",""
"2010","Armenia","Percentage","Total","From 25 to 29 years","9.0",""
"2010","Armenia","Percentage","Total","From 15 to 29 years","27.7",""
"2010","Azerbaijan","Percentage","Total","From 15 to 19 years","10.1",""
"2010","Azerbaijan","Percentage","Total","From 20 to 24 years","10.4",""
"2010","Azerbaijan","Percentage","Total","From 25 to 29 years","9.1",""
"2010","Azerbaijan","Percentage","Total","From 15 to 29 years","29.6",""
"2010","Georgia","Percentage","Total","From 15 to 19 years","7.7",""
"2010","Georgia","Percentage","Total","From 20 to 24 years","8.2",""
"2010","Georgia","Percentage","Total","From 25 to 29 years","7.7",""
"2010","Georgia","Percentage","Total","From 15 to 29 years","23.6",""
"2011","European Union (28 countries)","Percentage","Total","From 15 to 19 years","5.6","b"
"2011","European Union (28 countries)","Percentage","Total","From 20 to 24 years","6.2","b"
"2011","European Union (28 countries)","Percentage","Total","From 25 to 29 years","6.5","b"
"2011","European Union (28 countries)","Percentage","Total","From 15 to 29 years","18.3","b"
"2011","European Union (27 countries)","Percentage","Total","From 15 to 19 years","5.6","b"
"2011","European Union (27 countries)","Percentage","Total","From 20 to 24 years","6.2","b"
"2011","European Union (27 countries)","Percentage","Total","From 25 to 29 years","6.5","b"
"2011","European Union (27 countries)","Percentage","Total","From 15 to 29 years","18.3","b"
"2011","Euro area (19 countries)","Percentage","Total","From 15 to 19 years","5.4","b"
"2011","Euro area (19 countries)","Percentage","Total","From 20 to 24 years","5.9","b"
"2011","Euro area (19 countries)","Percentage","Total","From 25 to 29 years","6.2","b"
"2011","Euro area (19 countries)","Percentage","Total","From 15 to 29 years","17.5","b"
"2011","Euro area (18 countries)","Percentage","Total","From 15 to 19 years","5.4","b"
"2011","Euro area (18 countries)","Percentage","Total","From 20 to 24 years","5.9","b"
"2011","Euro area (18 countries)","Percentage","Total","From 25 to 29 years","6.2","b"
"2011","Euro area (18 countries)","Percentage","Total","From 15 to 29 years","17.5","b"
"2011","Belgium","Percentage","Total","From 15 to 19 years","5.9",""
"2011","Belgium","Percentage","Total","From 20 to 24 years","6.2",""
"2011","Belgium","Percentage","Total","From 25 to 29 years","6.4",""
"2011","Belgium","Percentage","Total","From 15 to 29 years","18.5",""
"2011","Bulgaria","Percentage","Total","From 15 to 19 years","5.2",""
"2011","Bulgaria","Percentage","Total","From 20 to 24 years","6.6",""
"2011","Bulgaria","Percentage","Total","From 25 to 29 years","6.7",""
"2011","Bulgaria","Percentage","Total","From 15 to 29 years","18.5",""
"2011","Czech Republic","Percentage","Total","From 15 to 19 years","5.5",""
"2011","Czech Republic","Percentage","Total","From 20 to 24 years","6.5",""
"2011","Czech Republic","Percentage","Total","From 25 to 29 years","6.9",""
"2011","Czech Republic","Percentage","Total","From 15 to 29 years","18.9",""
"2011","Denmark","Percentage","Total","From 15 to 19 years","6.4",""
"2011","Denmark","Percentage","Total","From 20 to 24 years","6.1",""
"2011","Denmark","Percentage","Total","From 25 to 29 years","5.6",""
"2011","Denmark","Percentage","Total","From 15 to 29 years","18.1",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage","Total","From 15 to 19 years","5.1","b"
"2011","Germany (until 1990 former territory of the FRG)","Percentage","Total","From 20 to 24 years","6.1","b"
"2011","Germany (until 1990 former territory of the FRG)","Percentage","Total","From 25 to 29 years","6.0","b"
"2011","Germany (until 1990 former territory of the FRG)","Percentage","Total","From 15 to 29 years","17.1","b"
"2011","Estonia","Percentage","Total","From 15 to 19 years","5.5",""
"2011","Estonia","Percentage","Total","From 20 to 24 years","7.5",""
"2011","Estonia","Percentage","Total","From 25 to 29 years","7.2",""
"2011","Estonia","Percentage","Total","From 15 to 29 years","20.2",""
"2011","Ireland","Percentage","Total","From 15 to 19 years","6.2",""
"2011","Ireland","Percentage","Total","From 20 to 24 years","6.7",""
"2011","Ireland","Percentage","Total","From 25 to 29 years","8.2",""
"2011","Ireland","Percentage","Total","From 15 to 29 years","21.1",""
"2011","Greece","Percentage","Total","From 15 to 19 years","5.1",""
"2011","Greece","Percentage","Total","From 20 to 24 years","5.8",""
"2011","Greece","Percentage","Total","From 25 to 29 years","6.9",""
"2011","Greece","Percentage","Total","From 15 to 29 years","17.8",""
"2011","Spain","Percentage","Total","From 15 to 19 years","4.8",""
"2011","Spain","Percentage","Total","From 20 to 24 years","5.5",""
"2011","Spain","Percentage","Total","From 25 to 29 years","6.9",""
"2011","Spain","Percentage","Total","From 15 to 29 years","17.2",""
"2011","France","Percentage","Total","From 15 to 19 years","6.1",""
"2011","France","Percentage","Total","From 20 to 24 years","6.2",""
"2011","France","Percentage","Total","From 25 to 29 years","6.1",""
"2011","France","Percentage","Total","From 15 to 29 years","18.4",""
"2011","France (metropolitan)","Percentage","Total","From 15 to 19 years","6.1",""
"2011","France (metropolitan)","Percentage","Total","From 20 to 24 years","6.2",""
"2011","France (metropolitan)","Percentage","Total","From 25 to 29 years","6.1",""
"2011","France (metropolitan)","Percentage","Total","From 15 to 29 years","18.4",""
"2011","Croatia","Percentage","Total","From 15 to 19 years","5.7",""
"2011","Croatia","Percentage","Total","From 20 to 24 years","6.1",""
"2011","Croatia","Percentage","Total","From 25 to 29 years","6.8",""
"2011","Croatia","Percentage","Total","From 15 to 29 years","18.6",""
"2011","Italy","Percentage","Total","From 15 to 19 years","4.9",""
"2011","Italy","Percentage","Total","From 20 to 24 years","5.1",""
"2011","Italy","Percentage","Total","From 25 to 29 years","5.6",""
"2011","Italy","Percentage","Total","From 15 to 29 years","15.6",""
"2011","Cyprus","Percentage","Total","From 15 to 19 years","7.6",""
"2011","Cyprus","Percentage","Total","From 20 to 24 years","8.4",""
"2011","Cyprus","Percentage","Total","From 25 to 29 years","8.5",""
"2011","Cyprus","Percentage","Total","From 15 to 29 years","24.5",""
"2011","Latvia","Percentage","Total","From 15 to 19 years","5.9",""
"2011","Latvia","Percentage","Total","From 20 to 24 years","7.5",""
"2011","Latvia","Percentage","Total","From 25 to 29 years","7.1",""
"2011","Latvia","Percentage","Total","From 15 to 29 years","20.5",""
"2011","Lithuania","Percentage","Total","From 15 to 19 years","7.1",""
"2011","Lithuania","Percentage","Total","From 20 to 24 years","7.2",""
"2011","Lithuania","Percentage","Total","From 25 to 29 years","6.4",""
"2011","Lithuania","Percentage","Total","From 15 to 29 years","20.6",""
"2011","Luxembourg","Percentage","Total","From 15 to 19 years","5.9",""
"2011","Luxembourg","Percentage","Total","From 20 to 24 years","6.0",""
"2011","Luxembourg","Percentage","Total","From 25 to 29 years","6.9",""
"2011","Luxembourg","Percentage","Total","From 15 to 29 years","18.8",""
"2011","Hungary","Percentage","Total","From 15 to 19 years","5.9",""
"2011","Hungary","Percentage","Total","From 20 to 24 years","6.4",""
"2011","Hungary","Percentage","Total","From 25 to 29 years","6.9",""
"2011","Hungary","Percentage","Total","From 15 to 29 years","19.2",""
"2011","Malta","Percentage","Total","From 15 to 19 years","6.5",""
"2011","Malta","Percentage","Total","From 20 to 24 years","7.1",""
"2011","Malta","Percentage","Total","From 25 to 29 years","7.3",""
"2011","Malta","Percentage","Total","From 15 to 29 years","20.8",""
"2011","Netherlands","Percentage","Total","From 15 to 19 years","6.0",""
"2011","Netherlands","Percentage","Total","From 20 to 24 years","6.2",""
"2011","Netherlands","Percentage","Total","From 25 to 29 years","6.0",""
"2011","Netherlands","Percentage","Total","From 15 to 29 years","18.3",""
"2011","Austria","Percentage","Total","From 15 to 19 years","5.9",""
"2011","Austria","Percentage","Total","From 20 to 24 years","6.2",""
"2011","Austria","Percentage","Total","From 25 to 29 years","6.6",""
"2011","Austria","Percentage","Total","From 15 to 29 years","18.8",""
"2011","Poland","Percentage","Total","From 15 to 19 years","6.3",""
"2011","Poland","Percentage","Total","From 20 to 24 years","7.4",""
"2011","Poland","Percentage","Total","From 25 to 29 years","8.3",""
"2011","Poland","Percentage","Total","From 15 to 29 years","22.0",""
"2011","Portugal","Percentage","Total","From 15 to 19 years","5.4",""
"2011","Portugal","Percentage","Total","From 20 to 24 years","5.5",""
"2011","Portugal","Percentage","Total","From 25 to 29 years","6.3",""
"2011","Portugal","Percentage","Total","From 15 to 29 years","17.2",""
"2011","Romania","Percentage","Total","From 15 to 19 years","5.5",""
"2011","Romania","Percentage","Total","From 20 to 24 years","6.8",""
"2011","Romania","Percentage","Total","From 25 to 29 years","6.5",""
"2011","Romania","Percentage","Total","From 15 to 29 years","18.8",""
"2011","Slovenia","Percentage","Total","From 15 to 19 years","5.0",""
"2011","Slovenia","Percentage","Total","From 20 to 24 years","6.2",""
"2011","Slovenia","Percentage","Total","From 25 to 29 years","7.1",""
"2011","Slovenia","Percentage","Total","From 15 to 29 years","18.3",""
"2011","Slovakia","Percentage","Total","From 15 to 19 years","6.5",""
"2011","Slovakia","Percentage","Total","From 20 to 24 years","7.5",""
"2011","Slovakia","Percentage","Total","From 25 to 29 years","8.1",""
"2011","Slovakia","Percentage","Total","From 15 to 29 years","22.1",""
"2011","Finland","Percentage","Total","From 15 to 19 years","6.2",""
"2011","Finland","Percentage","Total","From 20 to 24 years","6.1",""
"2011","Finland","Percentage","Total","From 25 to 29 years","6.4",""
"2011","Finland","Percentage","Total","From 15 to 29 years","18.7",""
"2011","Sweden","Percentage","Total","From 15 to 19 years","6.6",""
"2011","Sweden","Percentage","Total","From 20 to 24 years","6.7",""
"2011","Sweden","Percentage","Total","From 25 to 29 years","6.2",""
"2011","Sweden","Percentage","Total","From 15 to 29 years","19.5",""
"2011","United Kingdom","Percentage","Total","From 15 to 19 years","6.3",""
"2011","United Kingdom","Percentage","Total","From 20 to 24 years","6.7",""
"2011","United Kingdom","Percentage","Total","From 25 to 29 years","6.8",""
"2011","United Kingdom","Percentage","Total","From 15 to 29 years","19.9",""
"2011","Iceland","Percentage","Total","From 15 to 19 years","7.3",""
"2011","Iceland","Percentage","Total","From 20 to 24 years","7.4",""
"2011","Iceland","Percentage","Total","From 25 to 29 years","7.3",""
"2011","Iceland","Percentage","Total","From 15 to 29 years","22.0",""
"2011","Liechtenstein","Percentage","Total","From 15 to 19 years","6.0",""
"2011","Liechtenstein","Percentage","Total","From 20 to 24 years","6.1",""
"2011","Liechtenstein","Percentage","Total","From 25 to 29 years","6.2",""
"2011","Liechtenstein","Percentage","Total","From 15 to 29 years","18.3",""
"2011","Norway","Percentage","Total","From 15 to 19 years","6.6",""
"2011","Norway","Percentage","Total","From 20 to 24 years","6.5",""
"2011","Norway","Percentage","Total","From 25 to 29 years","6.4",""
"2011","Norway","Percentage","Total","From 15 to 29 years","19.4",""
"2011","Switzerland","Percentage","Total","From 15 to 19 years","5.7",""
"2011","Switzerland","Percentage","Total","From 20 to 24 years","6.2",""
"2011","Switzerland","Percentage","Total","From 25 to 29 years","6.6",""
"2011","Switzerland","Percentage","Total","From 15 to 29 years","18.5",""
"2011","Montenegro","Percentage","Total","From 15 to 19 years","7.1",""
"2011","Montenegro","Percentage","Total","From 20 to 24 years","6.9",""
"2011","Montenegro","Percentage","Total","From 25 to 29 years","7.4",""
"2011","Montenegro","Percentage","Total","From 15 to 29 years","21.4",""
"2011","Former Yugoslav Republic of Macedonia, the","Percentage","Total","From 15 to 19 years","7.4",""
"2011","Former Yugoslav Republic of Macedonia, the","Percentage","Total","From 20 to 24 years","7.9",""
"2011","Former Yugoslav Republic of Macedonia, the","Percentage","Total","From 25 to 29 years","8.0",""
"2011","Former Yugoslav Republic of Macedonia, the","Percentage","Total","From 15 to 29 years","23.2",""
"2011","Albania","Percentage","Total","From 15 to 19 years",":",""
"2011","Albania","Percentage","Total","From 20 to 24 years",":",""
"2011","Albania","Percentage","Total","From 25 to 29 years",":",""
"2011","Albania","Percentage","Total","From 15 to 29 years",":",""
"2011","Serbia","Percentage","Total","From 15 to 19 years","5.7",""
"2011","Serbia","Percentage","Total","From 20 to 24 years","6.2",""
"2011","Serbia","Percentage","Total","From 25 to 29 years","6.7",""
"2011","Serbia","Percentage","Total","From 15 to 29 years","18.6",""
"2011","Turkey","Percentage","Total","From 15 to 19 years","8.5",""
"2011","Turkey","Percentage","Total","From 20 to 24 years","8.5",""
"2011","Turkey","Percentage","Total","From 25 to 29 years","8.7",""
"2011","Turkey","Percentage","Total","From 15 to 29 years","25.7",""
"2011","Andorra","Percentage","Total","From 15 to 19 years","4.9",""
"2011","Andorra","Percentage","Total","From 20 to 24 years","4.9",""
"2011","Andorra","Percentage","Total","From 25 to 29 years","6.8",""
"2011","Andorra","Percentage","Total","From 15 to 29 years","16.6",""
"2011","Belarus","Percentage","Total","From 15 to 19 years","6.2",""
"2011","Belarus","Percentage","Total","From 20 to 24 years","8.0",""
"2011","Belarus","Percentage","Total","From 25 to 29 years","8.0",""
"2011","Belarus","Percentage","Total","From 15 to 29 years","22.3",""
"2011","Moldova","Percentage","Total","From 15 to 19 years","7.9",""
"2011","Moldova","Percentage","Total","From 20 to 24 years","9.9",""
"2011","Moldova","Percentage","Total","From 25 to 29 years","9.2",""
"2011","Moldova","Percentage","Total","From 15 to 29 years","26.9",""
"2011","Russia","Percentage","Total","From 15 to 19 years","5.9",""
"2011","Russia","Percentage","Total","From 20 to 24 years","8.5",""
"2011","Russia","Percentage","Total","From 25 to 29 years","8.4",""
"2011","Russia","Percentage","Total","From 15 to 29 years","22.8",""
"2011","San Marino","Percentage","Total","From 15 to 19 years",":",""
"2011","San Marino","Percentage","Total","From 20 to 24 years",":",""
"2011","San Marino","Percentage","Total","From 25 to 29 years",":",""
"2011","San Marino","Percentage","Total","From 15 to 29 years",":",""
"2011","Ukraine","Percentage","Total","From 15 to 19 years","5.9",""
"2011","Ukraine","Percentage","Total","From 20 to 24 years","7.8",""
"2011","Ukraine","Percentage","Total","From 25 to 29 years","8.3",""
"2011","Ukraine","Percentage","Total","From 15 to 29 years","22.0",""
"2011","Armenia","Percentage","Total","From 15 to 19 years",":",""
"2011","Armenia","Percentage","Total","From 20 to 24 years",":",""
"2011","Armenia","Percentage","Total","From 25 to 29 years",":",""
"2011","Armenia","Percentage","Total","From 15 to 29 years",":",""
"2011","Azerbaijan","Percentage","Total","From 15 to 19 years","9.6",""
"2011","Azerbaijan","Percentage","Total","From 20 to 24 years","10.4",""
"2011","Azerbaijan","Percentage","Total","From 25 to 29 years","9.3",""
"2011","Azerbaijan","Percentage","Total","From 15 to 29 years","29.2",""
"2011","Georgia","Percentage","Total","From 15 to 19 years","7.2",""
"2011","Georgia","Percentage","Total","From 20 to 24 years","8.2",""
"2011","Georgia","Percentage","Total","From 25 to 29 years","7.9",""
