"TIME","GEO","SEX","AGE","UNIT","REASON","Value","Flag and Footnotes"
"2008","Italy","Males","From 15 to 29 years","Percentage","Other family or personal responsabilities","0.9","u"
"2008","Italy","Males","From 15 to 29 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Italy","Males","From 15 to 29 years","Percentage","In education or training","30.9",""
"2008","Italy","Males","From 15 to 29 years","Percentage","Other","12.1",""
"2008","Italy","Males","From 20 to 24 years","Percentage","Could not find a full-time job","50.3",""
"2008","Italy","Males","From 20 to 24 years","Percentage","Own illness or disability",":","u"
"2008","Italy","Males","From 20 to 24 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Italy","Males","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Italy","Males","From 20 to 24 years","Percentage","In education or training","36.6",""
"2008","Italy","Males","From 20 to 24 years","Percentage","Other","10.6",""
"2008","Italy","Males","From 20 to 29 years","Percentage","Could not find a full-time job","55.8",""
"2008","Italy","Males","From 20 to 29 years","Percentage","Own illness or disability","1.7",""
"2008","Italy","Males","From 20 to 29 years","Percentage","Other family or personal responsabilities","1.0","u"
"2008","Italy","Males","From 20 to 29 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Italy","Males","From 20 to 29 years","Percentage","In education or training","28.9",""
"2008","Italy","Males","From 20 to 29 years","Percentage","Other","12.2",""
"2008","Italy","Males","From 25 to 29 years","Percentage","Could not find a full-time job","61.1",""
"2008","Italy","Males","From 25 to 29 years","Percentage","Own illness or disability","2.1","u"
"2008","Italy","Males","From 25 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Italy","Males","From 25 to 29 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Italy","Males","From 25 to 29 years","Percentage","In education or training","21.6",""
"2008","Italy","Males","From 25 to 29 years","Percentage","Other","13.8",""
"2008","Italy","Females","From 15 to 19 years","Percentage","Could not find a full-time job","49.6",""
"2008","Italy","Females","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2008","Italy","Females","From 15 to 19 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Italy","Females","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":","c"
"2008","Italy","Females","From 15 to 19 years","Percentage","In education or training","41.4",""
"2008","Italy","Females","From 15 to 19 years","Percentage","Other","8.4","u"
"2008","Italy","Females","From 15 to 24 years","Percentage","Could not find a full-time job","54.9",""
"2008","Italy","Females","From 15 to 24 years","Percentage","Own illness or disability",":","u"
"2008","Italy","Females","From 15 to 24 years","Percentage","Other family or personal responsabilities","2.4",""
"2008","Italy","Females","From 15 to 24 years","Percentage","Looking after children or incapacitated adults","3.2",""
"2008","Italy","Females","From 15 to 24 years","Percentage","In education or training","30.2",""
"2008","Italy","Females","From 15 to 24 years","Percentage","Other","8.9",""
"2008","Italy","Females","From 15 to 29 years","Percentage","Could not find a full-time job","55.6",""
"2008","Italy","Females","From 15 to 29 years","Percentage","Own illness or disability","0.9",""
"2008","Italy","Females","From 15 to 29 years","Percentage","Other family or personal responsabilities","2.7",""
"2008","Italy","Females","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","11.7",""
"2008","Italy","Females","From 15 to 29 years","Percentage","In education or training","19.1",""
"2008","Italy","Females","From 15 to 29 years","Percentage","Other","10.1",""
"2008","Italy","Females","From 20 to 24 years","Percentage","Could not find a full-time job","55.9",""
"2008","Italy","Females","From 20 to 24 years","Percentage","Own illness or disability",":","u"
"2008","Italy","Females","From 20 to 24 years","Percentage","Other family or personal responsabilities","2.7",""
"2008","Italy","Females","From 20 to 24 years","Percentage","Looking after children or incapacitated adults","3.7",""
"2008","Italy","Females","From 20 to 24 years","Percentage","In education or training","28.3",""
"2008","Italy","Females","From 20 to 24 years","Percentage","Other","9.0",""
"2008","Italy","Females","From 20 to 29 years","Percentage","Could not find a full-time job","56.0",""
"2008","Italy","Females","From 20 to 29 years","Percentage","Own illness or disability","0.9",""
"2008","Italy","Females","From 20 to 29 years","Percentage","Other family or personal responsabilities","2.8",""
"2008","Italy","Females","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","12.5",""
"2008","Italy","Females","From 20 to 29 years","Percentage","In education or training","17.5",""
"2008","Italy","Females","From 20 to 29 years","Percentage","Other","10.2",""
"2008","Italy","Females","From 25 to 29 years","Percentage","Could not find a full-time job","56.1",""
"2008","Italy","Females","From 25 to 29 years","Percentage","Own illness or disability","1.2",""
"2008","Italy","Females","From 25 to 29 years","Percentage","Other family or personal responsabilities","2.9",""
"2008","Italy","Females","From 25 to 29 years","Percentage","Looking after children or incapacitated adults","18.1",""
"2008","Italy","Females","From 25 to 29 years","Percentage","In education or training","10.6",""
"2008","Italy","Females","From 25 to 29 years","Percentage","Other","11.0",""
"2008","Cyprus","Total","From 15 to 19 years","Percentage","Could not find a full-time job",":","u"
"2008","Cyprus","Total","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2008","Cyprus","Total","From 15 to 19 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Cyprus","Total","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Cyprus","Total","From 15 to 19 years","Percentage","In education or training","72.2","u"
"2008","Cyprus","Total","From 15 to 19 years","Percentage","Other",":","c"
"2008","Cyprus","Total","From 15 to 24 years","Percentage","Could not find a full-time job","39.2",""
"2008","Cyprus","Total","From 15 to 24 years","Percentage","Own illness or disability",":","u"
"2008","Cyprus","Total","From 15 to 24 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Cyprus","Total","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":","c"
"2008","Cyprus","Total","From 15 to 24 years","Percentage","In education or training","48.4",""
"2008","Cyprus","Total","From 15 to 24 years","Percentage","Other",":","u"
"2008","Cyprus","Total","From 15 to 29 years","Percentage","Could not find a full-time job","47.0",""
"2008","Cyprus","Total","From 15 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Cyprus","Total","From 15 to 29 years","Percentage","Other family or personal responsabilities","6.6","u"
"2008","Cyprus","Total","From 15 to 29 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Cyprus","Total","From 15 to 29 years","Percentage","In education or training","31.4",""
"2008","Cyprus","Total","From 15 to 29 years","Percentage","Other",":","u"
"2008","Cyprus","Total","From 20 to 24 years","Percentage","Could not find a full-time job","49.1","u"
"2008","Cyprus","Total","From 20 to 24 years","Percentage","Own illness or disability",":","u"
"2008","Cyprus","Total","From 20 to 24 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Cyprus","Total","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":","c"
"2008","Cyprus","Total","From 20 to 24 years","Percentage","In education or training","38.5","u"
"2008","Cyprus","Total","From 20 to 24 years","Percentage","Other",":","c"
"2008","Cyprus","Total","From 20 to 29 years","Percentage","Could not find a full-time job","52.9",""
"2008","Cyprus","Total","From 20 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Cyprus","Total","From 20 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Cyprus","Total","From 20 to 29 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Cyprus","Total","From 20 to 29 years","Percentage","In education or training","23.7",""
"2008","Cyprus","Total","From 20 to 29 years","Percentage","Other",":","u"
"2008","Cyprus","Total","From 25 to 29 years","Percentage","Could not find a full-time job","56.2",""
"2008","Cyprus","Total","From 25 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Cyprus","Total","From 25 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Cyprus","Total","From 25 to 29 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Cyprus","Total","From 25 to 29 years","Percentage","In education or training",":","u"
"2008","Cyprus","Total","From 25 to 29 years","Percentage","Other",":","u"
"2008","Cyprus","Males","From 15 to 19 years","Percentage","Could not find a full-time job",":","u"
"2008","Cyprus","Males","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2008","Cyprus","Males","From 15 to 19 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Cyprus","Males","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Cyprus","Males","From 15 to 19 years","Percentage","In education or training",":","u"
"2008","Cyprus","Males","From 15 to 19 years","Percentage","Other",":","c"
"2008","Cyprus","Males","From 15 to 24 years","Percentage","Could not find a full-time job",":","u"
"2008","Cyprus","Males","From 15 to 24 years","Percentage","Own illness or disability",":","c"
"2008","Cyprus","Males","From 15 to 24 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Cyprus","Males","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Cyprus","Males","From 15 to 24 years","Percentage","In education or training","60.6","u"
"2008","Cyprus","Males","From 15 to 24 years","Percentage","Other",":","u"
"2008","Cyprus","Males","From 15 to 29 years","Percentage","Could not find a full-time job","39.8","u"
"2008","Cyprus","Males","From 15 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Cyprus","Males","From 15 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Cyprus","Males","From 15 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Cyprus","Males","From 15 to 29 years","Percentage","In education or training","42.9","u"
"2008","Cyprus","Males","From 15 to 29 years","Percentage","Other",":","u"
"2008","Cyprus","Males","From 20 to 24 years","Percentage","Could not find a full-time job",":","u"
"2008","Cyprus","Males","From 20 to 24 years","Percentage","Own illness or disability",":","c"
"2008","Cyprus","Males","From 20 to 24 years","Percentage","Other family or personal responsabilities",":",""
"2008","Cyprus","Males","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Cyprus","Males","From 20 to 24 years","Percentage","In education or training","54.9","u"
"2008","Cyprus","Males","From 20 to 24 years","Percentage","Other",":","c"
"2008","Cyprus","Males","From 20 to 29 years","Percentage","Could not find a full-time job","47.3","u"
"2008","Cyprus","Males","From 20 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Cyprus","Males","From 20 to 29 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Cyprus","Males","From 20 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Cyprus","Males","From 20 to 29 years","Percentage","In education or training","35.8","u"
"2008","Cyprus","Males","From 20 to 29 years","Percentage","Other",":","u"
"2008","Cyprus","Males","From 25 to 29 years","Percentage","Could not find a full-time job","54.6","u"
"2008","Cyprus","Males","From 25 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Cyprus","Males","From 25 to 29 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Cyprus","Males","From 25 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Cyprus","Males","From 25 to 29 years","Percentage","In education or training",":","u"
"2008","Cyprus","Males","From 25 to 29 years","Percentage","Other",":","u"
"2008","Cyprus","Females","From 15 to 19 years","Percentage","Could not find a full-time job",":","u"
"2008","Cyprus","Females","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2008","Cyprus","Females","From 15 to 19 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Cyprus","Females","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Cyprus","Females","From 15 to 19 years","Percentage","In education or training",":","u"
"2008","Cyprus","Females","From 15 to 19 years","Percentage","Other",":",""
"2008","Cyprus","Females","From 15 to 24 years","Percentage","Could not find a full-time job","46.8","u"
"2008","Cyprus","Females","From 15 to 24 years","Percentage","Own illness or disability",":","u"
"2008","Cyprus","Females","From 15 to 24 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Cyprus","Females","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":","c"
"2008","Cyprus","Females","From 15 to 24 years","Percentage","In education or training","40.1","u"
"2008","Cyprus","Females","From 15 to 24 years","Percentage","Other",":",""
"2008","Cyprus","Females","From 15 to 29 years","Percentage","Could not find a full-time job","51.6",""
"2008","Cyprus","Females","From 15 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Cyprus","Females","From 15 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Cyprus","Females","From 15 to 29 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Cyprus","Females","From 15 to 29 years","Percentage","In education or training","24.0","u"
"2008","Cyprus","Females","From 15 to 29 years","Percentage","Other",":","u"
"2008","Cyprus","Females","From 20 to 24 years","Percentage","Could not find a full-time job","55.3","u"
"2008","Cyprus","Females","From 20 to 24 years","Percentage","Own illness or disability",":","u"
"2008","Cyprus","Females","From 20 to 24 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Cyprus","Females","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":","c"
"2008","Cyprus","Females","From 20 to 24 years","Percentage","In education or training","29.1","u"
"2008","Cyprus","Females","From 20 to 24 years","Percentage","Other",":",""
"2008","Cyprus","Females","From 20 to 29 years","Percentage","Could not find a full-time job","56.3",""
"2008","Cyprus","Females","From 20 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Cyprus","Females","From 20 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Cyprus","Females","From 20 to 29 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Cyprus","Females","From 20 to 29 years","Percentage","In education or training","16.5","u"
"2008","Cyprus","Females","From 20 to 29 years","Percentage","Other",":","u"
"2008","Cyprus","Females","From 25 to 29 years","Percentage","Could not find a full-time job","57.2","u"
"2008","Cyprus","Females","From 25 to 29 years","Percentage","Own illness or disability",":",""
"2008","Cyprus","Females","From 25 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Cyprus","Females","From 25 to 29 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Cyprus","Females","From 25 to 29 years","Percentage","In education or training",":","u"
"2008","Cyprus","Females","From 25 to 29 years","Percentage","Other",":","u"
"2008","Latvia","Total","From 15 to 19 years","Percentage","Could not find a full-time job",":","u"
"2008","Latvia","Total","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2008","Latvia","Total","From 15 to 19 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Latvia","Total","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":","c"
"2008","Latvia","Total","From 15 to 19 years","Percentage","In education or training","66.1",""
"2008","Latvia","Total","From 15 to 19 years","Percentage","Other",":","u"
"2008","Latvia","Total","From 15 to 24 years","Percentage","Could not find a full-time job","10.3","u"
"2008","Latvia","Total","From 15 to 24 years","Percentage","Own illness or disability",":","c"
"2008","Latvia","Total","From 15 to 24 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Latvia","Total","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Latvia","Total","From 15 to 24 years","Percentage","In education or training","70.6",""
"2008","Latvia","Total","From 15 to 24 years","Percentage","Other","9.7","u"
"2008","Latvia","Total","From 15 to 29 years","Percentage","Could not find a full-time job","14.0",""
"2008","Latvia","Total","From 15 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Latvia","Total","From 15 to 29 years","Percentage","Other family or personal responsabilities","6.7","u"
"2008","Latvia","Total","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","7.7","u"
"2008","Latvia","Total","From 15 to 29 years","Percentage","In education or training","53.9",""
"2008","Latvia","Total","From 15 to 29 years","Percentage","Other","13.5",""
"2008","Latvia","Total","From 20 to 24 years","Percentage","Could not find a full-time job",":","u"
"2008","Latvia","Total","From 20 to 24 years","Percentage","Own illness or disability",":","c"
"2008","Latvia","Total","From 20 to 24 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Latvia","Total","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Latvia","Total","From 20 to 24 years","Percentage","In education or training","72.5",""
"2008","Latvia","Total","From 20 to 24 years","Percentage","Other",":","u"
"2008","Latvia","Total","From 20 to 29 years","Percentage","Could not find a full-time job","15.3",""
"2008","Latvia","Total","From 20 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Latvia","Total","From 20 to 29 years","Percentage","Other family or personal responsabilities","7.8","u"
"2008","Latvia","Total","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","8.0","u"
"2008","Latvia","Total","From 20 to 29 years","Percentage","In education or training","50.9",""
"2008","Latvia","Total","From 20 to 29 years","Percentage","Other","12.9",""
"2008","Latvia","Total","From 25 to 29 years","Percentage","Could not find a full-time job","21.6","u"
"2008","Latvia","Total","From 25 to 29 years","Percentage","Own illness or disability",":","c"
"2008","Latvia","Total","From 25 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Latvia","Total","From 25 to 29 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Latvia","Total","From 25 to 29 years","Percentage","In education or training","19.3","u"
"2008","Latvia","Total","From 25 to 29 years","Percentage","Other","21.6","u"
"2008","Latvia","Males","From 15 to 19 years","Percentage","Could not find a full-time job",":","u"
"2008","Latvia","Males","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2008","Latvia","Males","From 15 to 19 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Latvia","Males","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Latvia","Males","From 15 to 19 years","Percentage","In education or training","77.7","u"
"2008","Latvia","Males","From 15 to 19 years","Percentage","Other",":","c"
"2008","Latvia","Males","From 15 to 24 years","Percentage","Could not find a full-time job",":","u"
"2008","Latvia","Males","From 15 to 24 years","Percentage","Own illness or disability",":","c"
"2008","Latvia","Males","From 15 to 24 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Latvia","Males","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Latvia","Males","From 15 to 24 years","Percentage","In education or training","66.6",""
"2008","Latvia","Males","From 15 to 24 years","Percentage","Other",":","u"
"2008","Latvia","Males","From 15 to 29 years","Percentage","Could not find a full-time job","20.3","u"
"2008","Latvia","Males","From 15 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Latvia","Males","From 15 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Latvia","Males","From 15 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Latvia","Males","From 15 to 29 years","Percentage","In education or training","50.9",""
"2008","Latvia","Males","From 15 to 29 years","Percentage","Other",":","u"
"2008","Latvia","Males","From 20 to 24 years","Percentage","Could not find a full-time job",":","u"
"2008","Latvia","Males","From 20 to 24 years","Percentage","Own illness or disability",":","c"
"2008","Latvia","Males","From 20 to 24 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Latvia","Males","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Latvia","Males","From 20 to 24 years","Percentage","In education or training","61.0",""
"2008","Latvia","Males","From 20 to 24 years","Percentage","Other",":","u"
"2008","Latvia","Males","From 20 to 29 years","Percentage","Could not find a full-time job","23.2","u"
"2008","Latvia","Males","From 20 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Latvia","Males","From 20 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Latvia","Males","From 20 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Latvia","Males","From 20 to 29 years","Percentage","In education or training","42.8",""
"2008","Latvia","Males","From 20 to 29 years","Percentage","Other",":","u"
"2008","Latvia","Males","From 25 to 29 years","Percentage","Could not find a full-time job",":","u"
"2008","Latvia","Males","From 25 to 29 years","Percentage","Own illness or disability",":","c"
"2008","Latvia","Males","From 25 to 29 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Latvia","Males","From 25 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Latvia","Males","From 25 to 29 years","Percentage","In education or training",":","u"
"2008","Latvia","Males","From 25 to 29 years","Percentage","Other",":","u"
"2008","Latvia","Females","From 15 to 19 years","Percentage","Could not find a full-time job",":","c"
"2008","Latvia","Females","From 15 to 19 years","Percentage","Own illness or disability",":",""
"2008","Latvia","Females","From 15 to 19 years","Percentage","Other family or personal responsabilities",":",""
"2008","Latvia","Females","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":","c"
"2008","Latvia","Females","From 15 to 19 years","Percentage","In education or training",":","u"
"2008","Latvia","Females","From 15 to 19 years","Percentage","Other",":","u"
"2008","Latvia","Females","From 15 to 24 years","Percentage","Could not find a full-time job",":","u"
"2008","Latvia","Females","From 15 to 24 years","Percentage","Own illness or disability",":",""
"2008","Latvia","Females","From 15 to 24 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Latvia","Females","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Latvia","Females","From 15 to 24 years","Percentage","In education or training","73.5",""
"2008","Latvia","Females","From 15 to 24 years","Percentage","Other",":","u"
"2008","Latvia","Females","From 15 to 29 years","Percentage","Could not find a full-time job",":","u"
"2008","Latvia","Females","From 15 to 29 years","Percentage","Own illness or disability",":",""
"2008","Latvia","Females","From 15 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Latvia","Females","From 15 to 29 years","Percentage","Looking after children or incapacitated adults","13.2","u"
"2008","Latvia","Females","From 15 to 29 years","Percentage","In education or training","56.1",""
"2008","Latvia","Females","From 15 to 29 years","Percentage","Other","14.3","u"
"2008","Latvia","Females","From 20 to 24 years","Percentage","Could not find a full-time job",":","u"
"2008","Latvia","Females","From 20 to 24 years","Percentage","Own illness or disability",":",""
"2008","Latvia","Females","From 20 to 24 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Latvia","Females","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Latvia","Females","From 20 to 24 years","Percentage","In education or training","80.1",""
"2008","Latvia","Females","From 20 to 24 years","Percentage","Other",":","u"
"2008","Latvia","Females","From 20 to 29 years","Percentage","Could not find a full-time job",":","u"
"2008","Latvia","Females","From 20 to 29 years","Percentage","Own illness or disability",":",""
"2008","Latvia","Females","From 20 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Latvia","Females","From 20 to 29 years","Percentage","Looking after children or incapacitated adults","13.4","u"
"2008","Latvia","Females","From 20 to 29 years","Percentage","In education or training","56.3",""
"2008","Latvia","Females","From 20 to 29 years","Percentage","Other",":","u"
"2008","Latvia","Females","From 25 to 29 years","Percentage","Could not find a full-time job",":","u"
"2008","Latvia","Females","From 25 to 29 years","Percentage","Own illness or disability",":",""
"2008","Latvia","Females","From 25 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Latvia","Females","From 25 to 29 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Latvia","Females","From 25 to 29 years","Percentage","In education or training",":","u"
"2008","Latvia","Females","From 25 to 29 years","Percentage","Other",":","u"
"2008","Lithuania","Total","From 15 to 19 years","Percentage","Could not find a full-time job",":","u"
"2008","Lithuania","Total","From 15 to 19 years","Percentage","Own illness or disability",":","c"
"2008","Lithuania","Total","From 15 to 19 years","Percentage","Other family or personal responsabilities",":",""
"2008","Lithuania","Total","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Lithuania","Total","From 15 to 19 years","Percentage","In education or training",":","u"
"2008","Lithuania","Total","From 15 to 19 years","Percentage","Other",":","u"
"2008","Lithuania","Total","From 15 to 24 years","Percentage","Could not find a full-time job",":","u"
"2008","Lithuania","Total","From 15 to 24 years","Percentage","Own illness or disability",":","u"
"2008","Lithuania","Total","From 15 to 24 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Lithuania","Total","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":","c"
"2008","Lithuania","Total","From 15 to 24 years","Percentage","In education or training","62.1","u"
"2008","Lithuania","Total","From 15 to 24 years","Percentage","Other",":","u"
"2008","Lithuania","Total","From 15 to 29 years","Percentage","Could not find a full-time job",":","u"
"2008","Lithuania","Total","From 15 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Lithuania","Total","From 15 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Lithuania","Total","From 15 to 29 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Lithuania","Total","From 15 to 29 years","Percentage","In education or training","45.6","u"
"2008","Lithuania","Total","From 15 to 29 years","Percentage","Other",":","u"
"2008","Lithuania","Total","From 20 to 24 years","Percentage","Could not find a full-time job",":","u"
"2008","Lithuania","Total","From 20 to 24 years","Percentage","Own illness or disability",":","u"
"2008","Lithuania","Total","From 20 to 24 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Lithuania","Total","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":","c"
"2008","Lithuania","Total","From 20 to 24 years","Percentage","In education or training","63.4","u"
"2008","Lithuania","Total","From 20 to 24 years","Percentage","Other",":","u"
"2008","Lithuania","Total","From 20 to 29 years","Percentage","Could not find a full-time job",":","u"
"2008","Lithuania","Total","From 20 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Lithuania","Total","From 20 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Lithuania","Total","From 20 to 29 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Lithuania","Total","From 20 to 29 years","Percentage","In education or training","44.8","u"
"2008","Lithuania","Total","From 20 to 29 years","Percentage","Other",":","u"
"2008","Lithuania","Total","From 25 to 29 years","Percentage","Could not find a full-time job",":","u"
"2008","Lithuania","Total","From 25 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Lithuania","Total","From 25 to 29 years","Percentage","Other family or personal responsabilities",":","u"
"2008","Lithuania","Total","From 25 to 29 years","Percentage","Looking after children or incapacitated adults",":","u"
"2008","Lithuania","Total","From 25 to 29 years","Percentage","In education or training",":","u"
"2008","Lithuania","Total","From 25 to 29 years","Percentage","Other",":","u"
"2008","Lithuania","Males","From 15 to 19 years","Percentage","Could not find a full-time job",":","c"
"2008","Lithuania","Males","From 15 to 19 years","Percentage","Own illness or disability",":","c"
"2008","Lithuania","Males","From 15 to 19 years","Percentage","Other family or personal responsabilities",":",""
"2008","Lithuania","Males","From 15 to 19 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Lithuania","Males","From 15 to 19 years","Percentage","In education or training",":","u"
"2008","Lithuania","Males","From 15 to 19 years","Percentage","Other",":","c"
"2008","Lithuania","Males","From 15 to 24 years","Percentage","Could not find a full-time job",":","u"
"2008","Lithuania","Males","From 15 to 24 years","Percentage","Own illness or disability",":","u"
"2008","Lithuania","Males","From 15 to 24 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Lithuania","Males","From 15 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Lithuania","Males","From 15 to 24 years","Percentage","In education or training",":","u"
"2008","Lithuania","Males","From 15 to 24 years","Percentage","Other",":","u"
"2008","Lithuania","Males","From 15 to 29 years","Percentage","Could not find a full-time job",":","u"
"2008","Lithuania","Males","From 15 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Lithuania","Males","From 15 to 29 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Lithuania","Males","From 15 to 29 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Lithuania","Males","From 15 to 29 years","Percentage","In education or training",":","u"
"2008","Lithuania","Males","From 15 to 29 years","Percentage","Other",":","u"
"2008","Lithuania","Males","From 20 to 24 years","Percentage","Could not find a full-time job",":","u"
"2008","Lithuania","Males","From 20 to 24 years","Percentage","Own illness or disability",":","c"
"2008","Lithuania","Males","From 20 to 24 years","Percentage","Other family or personal responsabilities",":","c"
"2008","Lithuania","Males","From 20 to 24 years","Percentage","Looking after children or incapacitated adults",":",""
"2008","Lithuania","Males","From 20 to 24 years","Percentage","In education or training",":","u"
"2008","Lithuania","Males","From 20 to 24 years","Percentage","Other",":","u"
"2008","Lithuania","Males","From 20 to 29 years","Percentage","Could not find a full-time job",":","u"
"2008","Lithuania","Males","From 20 to 29 years","Percentage","Own illness or disability",":","u"
"2008","Lithuania","Males","From 20 to 29 years","Percentage","Other family or personal responsabilities",":","c"
